,t,f1,f2,f3,f4,f5,f6
104,1.04,30.0,30.0,0.0,0.0,0.0,0.0
105,1.05,30.0,30.0,0.0,0.0,0.0,0.0
106,1.06,30.0,30.0,0.0,0.0,0.0,0.0
107,1.07,30.0,30.0,0.0,0.0,0.0,0.0
108,1.08,30.0,30.0,0.0,0.0,0.0,0.0
109,1.09,30.0,30.0,0.0,0.0,0.0,0.0
110,1.1,30.0,30.0,0.0,0.0,0.0,0.0
111,1.11,30.0,30.0,0.0,0.0,0.0,0.0
112,1.12,30.0,30.0,0.0,0.0,0.0,0.0
113,1.1300000000000001,30.0,30.0,0.0,0.0,0.0,0.0
114,1.1400000000000001,30.0,30.0,0.0,0.0,0.0,0.0
115,1.1500000000000001,30.0,30.0,0.0,0.0,0.0,0.0
116,1.16,30.0,30.0,0.0,0.0,0.0,0.0
117,1.17,30.0,30.0,0.0,0.0,0.0,0.0
118,1.18,30.0,30.0,0.0,0.0,0.0,0.0
119,1.19,30.0,30.0,0.0,0.0,0.0,0.0
120,1.2,30.0,30.0,0.0,0.0,0.0,0.0
121,1.21,30.0,30.0,0.0,0.0,0.0,0.0
122,1.22,30.0,30.0,0.0,0.0,0.0,0.0
123,1.23,30.0,30.0,0.0,0.0,0.0,0.0
124,1.24,30.0,30.0,0.0,0.0,0.0,0.0
125,1.25,30.0,30.0,0.0,0.0,0.0,0.0
126,1.26,30.0,30.0,0.0,0.0,0.0,0.0
127,1.27,30.0,30.0,0.0,0.0,0.0,0.0
128,1.28,30.0,30.0,0.0,0.0,0.0,0.0
129,1.29,30.0,30.0,0.0,0.0,0.0,0.0
130,1.3,30.0,30.0,0.0,0.0,0.0,0.0
131,1.31,30.0,30.0,0.0,0.0,0.0,0.0
132,1.32,30.0,30.0,0.0,0.0,0.0,0.0
133,1.33,30.0,30.0,0.0,0.0,0.0,0.0
134,1.34,30.0,30.0,0.0,0.0,0.0,0.0
135,1.35,30.0,30.0,0.0,0.0,0.0,0.0
136,1.36,30.0,30.0,0.0,0.0,0.0,0.0
137,1.37,30.0,30.0,0.0,0.0,0.0,0.0
138,1.3800000000000001,30.0,30.0,0.0,0.0,0.0,0.0
139,1.3900000000000001,30.0,30.0,0.0,0.0,0.0,0.0
140,1.4000000000000001,30.0,30.0,0.0,0.0,0.0,0.0
141,1.41,30.0,30.0,0.0,0.0,0.0,0.0
142,1.42,30.0,30.0,0.0,0.0,0.0,0.0
143,1.43,30.0,30.0,0.0,0.0,0.0,0.0
144,1.44,30.0,30.0,0.0,0.0,0.0,0.0
145,1.45,30.0,30.0,0.0,0.0,0.0,0.0
146,1.46,30.0,30.0,0.0,0.0,0.0,0.0
147,1.47,30.0,30.0,0.0,0.0,0.0,0.0
148,1.48,30.0,30.0,0.0,0.0,0.0,0.0
149,1.49,30.0,30.0,0.0,0.0,0.0,0.0
150,1.5,30.0,30.0,0.0,0.0,0.0,0.0
151,1.51,30.0,30.0,0.0,0.0,0.0,0.0
152,1.52,30.0,30.0,0.0,0.0,0.0,0.0
153,1.53,30.0,30.0,0.0,0.0,0.0,0.0
154,1.54,30.0,30.0,0.0,0.0,0.0,0.0
155,1.55,30.0,30.0,0.0,0.0,0.0,0.0
156,1.56,30.0,30.0,0.0,0.0,0.0,0.0
157,1.57,30.0,30.0,0.0,0.0,0.0,0.0
158,1.58,30.0,30.0,0.0,0.0,0.0,0.0
159,1.59,30.0,30.0,0.0,0.0,0.0,0.0
160,1.6,30.0,30.0,0.0,0.0,0.0,0.0
161,1.61,30.0,30.0,0.0,0.0,0.0,0.0
162,1.62,30.0,30.0,0.0,0.0,0.0,0.0
163,1.6300000000000001,30.0,30.0,0.0,0.0,0.0,0.0
164,1.6400000000000001,30.0,30.0,0.0,0.0,0.0,0.0
165,1.6500000000000001,30.0,30.0,0.0,0.0,0.0,0.0
166,1.6600000000000001,30.0,30.0,0.0,0.0,0.0,0.0
167,1.67,30.0,30.0,0.0,0.0,0.0,0.0
168,1.68,30.0,30.0,0.0,0.0,0.0,0.0
169,1.69,30.0,30.0,0.0,0.0,0.0,0.0
170,1.7,30.0,30.0,0.0,0.0,0.0,0.0
171,1.71,30.0,30.0,0.0,0.0,0.0,0.0
172,1.72,30.0,30.0,0.0,0.0,0.0,0.0
173,1.73,30.0,30.0,0.0,0.0,0.0,0.0
174,1.74,30.0,30.0,0.0,0.0,0.0,0.0
175,1.75,30.0,30.0,0.0,0.0,0.0,0.0
176,1.76,30.0,30.0,0.0,0.0,0.0,0.0
177,1.77,30.0,30.0,0.0,0.0,0.0,0.0
178,1.78,30.0,30.0,0.0,0.0,0.0,0.0
179,1.79,30.0,30.0,0.0,0.0,0.0,0.0
180,1.8,30.0,30.0,0.0,0.0,0.0,0.0
181,1.81,30.0,30.0,0.0,0.0,0.0,0.0
182,1.82,30.0,30.0,0.0,0.0,0.0,0.0
183,1.83,30.0,30.0,0.0,0.0,0.0,0.0
184,1.84,30.0,30.0,0.0,0.0,0.0,0.0
185,1.85,30.0,30.0,0.0,0.0,0.0,0.0
186,1.86,30.0,30.0,0.0,0.0,0.0,0.0
187,1.87,30.0,30.0,0.0,0.0,0.0,0.0
188,1.8800000000000001,30.0,30.0,0.0,0.0,0.0,0.0
189,1.8900000000000001,30.0,30.0,0.0,0.0,0.0,0.0
190,1.9000000000000001,30.0,30.0,0.0,0.0,0.0,0.0
191,1.9100000000000001,30.0,30.0,0.0,0.0,0.0,0.0
192,1.92,30.0,30.0,0.0,0.0,0.0,0.0
193,1.93,30.0,30.0,0.0,0.0,0.0,0.0
194,1.94,30.0,30.0,0.0,0.0,0.0,0.0
195,1.95,30.0,30.0,0.0,0.0,0.0,0.0
196,1.96,30.0,30.0,0.0,0.0,0.0,0.0
197,1.97,30.0,30.0,0.0,0.0,0.0,0.0
198,1.98,30.0,30.0,0.0,0.0,0.0,0.0
199,1.99,30.0,30.0,0.0,0.0,0.0,0.0
200,2.0,30.0,30.0,0.0,0.0,0.0,0.0
201,2.0100000000000002,30.0,30.0,0.0,0.0,0.0,0.0
202,2.02,30.0,30.0,0.0,0.0,0.0,0.0
203,2.0300000000000002,30.0,30.0,0.0,0.0,0.0,0.0
204,2.04,30.0,30.0,0.0,0.0,0.0,0.0
205,2.05,30.0,30.0,0.0,0.0,0.0,0.0
206,2.06,30.0,30.0,0.0,0.0,0.0,0.0
207,2.07,30.0,30.0,0.0,0.0,0.0,0.0
208,2.08,30.0,30.0,0.0,0.0,0.0,0.0
209,2.09,30.0,30.0,0.0,0.0,0.0,0.0
210,2.1,30.0,30.0,0.0,0.0,0.0,0.0
211,2.11,30.0,30.0,0.0,0.0,0.0,0.0
212,2.12,30.0,30.0,0.0,0.0,0.0,0.0
213,2.13,30.0,30.0,0.0,0.0,0.0,0.0
214,2.14,30.0,30.0,0.0,0.0,0.0,0.0
215,2.15,30.0,30.0,0.0,0.0,0.0,0.0
216,2.16,30.0,30.0,0.0,0.0,0.0,0.0
217,2.17,30.0,30.0,0.0,0.0,0.0,0.0
218,2.18,30.0,30.0,0.0,0.0,0.0,0.0
219,2.19,30.0,30.0,0.0,0.0,0.0,0.0
220,2.2,30.0,30.0,0.0,0.0,0.0,0.0
221,2.21,30.0,30.0,0.0,0.0,0.0,0.0
222,2.22,30.0,30.0,0.0,0.0,0.0,0.0
223,2.23,30.0,30.0,0.0,0.0,0.0,0.0
224,2.24,30.0,30.0,0.0,0.0,0.0,0.0
225,2.25,30.0,30.0,0.0,0.0,0.0,0.0
226,2.2600000000000002,30.0,30.0,0.0,0.0,0.0,0.0
227,2.27,30.0,30.0,0.0,0.0,0.0,0.0
228,2.2800000000000002,30.0,30.0,0.0,0.0,0.0,0.0
229,2.29,30.0,30.0,0.0,0.0,0.0,0.0
230,2.3000000000000003,30.0,30.0,0.0,0.0,0.0,0.0
231,2.31,30.0,30.0,0.0,0.0,0.0,0.0
232,2.32,30.0,30.0,0.0,0.0,0.0,0.0
233,2.33,30.0,30.0,0.0,0.0,0.0,0.0
234,2.34,30.0,30.0,0.0,0.0,0.0,0.0
235,2.35,30.0,30.0,0.0,0.0,0.0,0.0
236,2.36,30.0,30.0,0.0,0.0,0.0,0.0
237,2.37,30.0,30.0,0.0,0.0,0.0,0.0
238,2.38,30.0,30.0,0.0,0.0,0.0,0.0
239,2.39,30.0,30.0,0.0,0.0,0.0,0.0
240,2.4,30.0,30.0,0.0,0.0,0.0,0.0
241,2.41,30.0,30.0,0.0,0.0,0.0,0.0
242,2.42,30.0,30.0,0.0,0.0,0.0,0.0
243,2.43,30.0,30.0,0.0,0.0,0.0,0.0
244,2.44,30.0,30.0,0.0,0.0,0.0,0.0
245,2.45,30.0,30.0,0.0,0.0,0.0,0.0
246,2.46,30.0,30.0,0.0,0.0,0.0,0.0
247,2.47,30.0,30.0,0.0,0.0,0.0,0.0
248,2.48,30.0,30.0,0.0,0.0,0.0,0.0
249,2.49,30.0,30.0,0.0,0.0,0.0,0.0
250,2.5,30.0,30.0,0.0,0.0,0.0,0.0
251,2.5100000000000002,30.0,30.0,0.0,0.0,0.0,0.0
252,2.52,30.0,30.0,0.0,0.0,0.0,0.0
253,2.5300000000000002,30.0,30.0,0.0,0.0,0.0,0.0
254,2.54,30.0,30.0,0.0,0.0,0.0,0.0
255,2.5500000000000003,30.0,30.0,0.0,0.0,0.0,0.0
256,2.56,30.0,30.0,0.0,0.0,0.0,0.0
257,2.57,30.0,30.0,0.0,0.0,0.0,0.0
258,2.58,30.0,30.0,0.0,0.0,0.0,0.0
259,2.59,30.0,30.0,0.0,0.0,0.0,0.0
260,2.6,30.0,30.0,0.0,0.0,0.0,0.0
261,2.61,30.0,30.0,0.0,0.0,0.0,0.0
262,2.62,30.0,30.0,0.0,0.0,0.0,0.0
263,2.63,30.0,30.0,0.0,0.0,0.0,0.0
264,2.64,30.0,30.0,0.0,0.0,0.0,0.0
265,2.65,30.0,30.0,0.0,0.0,0.0,0.0
266,2.66,30.0,30.0,0.0,0.0,0.0,0.0
267,2.67,30.0,30.0,0.0,0.0,0.0,0.0
268,2.68,30.0,30.0,0.0,0.0,0.0,0.0
269,2.69,30.0,30.0,0.0,0.0,0.0,0.0
270,2.7,30.0,30.0,0.0,0.0,0.0,0.0
271,2.71,30.0,30.0,0.0,0.0,0.0,0.0
272,2.72,30.0,30.0,0.0,0.0,0.0,0.0
273,2.73,30.0,30.0,0.0,0.0,0.0,0.0
274,2.74,30.0,30.0,0.0,0.0,0.0,0.0
275,2.75,30.0,30.0,0.0,0.0,0.0,0.0
276,2.7600000000000002,30.0,30.0,0.0,0.0,0.0,0.0
277,2.77,30.0,30.0,0.0,0.0,0.0,0.0
278,2.7800000000000002,30.0,30.0,0.0,0.0,0.0,0.0
279,2.79,30.0,30.0,0.0,0.0,0.0,0.0
280,2.8000000000000003,30.0,30.0,0.0,0.0,0.0,0.0
281,2.81,30.0,30.0,0.0,0.0,0.0,0.0
282,2.82,30.0,30.0,0.0,0.0,0.0,0.0
283,2.83,30.0,30.0,0.0,0.0,0.0,0.0
284,2.84,30.0,30.0,0.0,0.0,0.0,0.0
285,2.85,30.0,30.0,0.0,0.0,0.0,0.0
286,2.86,30.0,30.0,0.0,0.0,0.0,0.0
287,2.87,30.0,30.0,0.0,0.0,0.0,0.0
288,2.88,30.0,30.0,0.0,0.0,0.0,0.0
289,2.89,30.0,30.0,0.0,0.0,0.0,0.0
290,2.9,30.0,30.0,0.0,0.0,0.0,0.0
291,2.91,30.0,30.0,0.0,0.0,0.0,0.0
